"10030500";"1";"Bankhaus Löbbecke";"10117";"Berlin";"Bankhaus Löbbecke Berlin";"26225";"LOEBDEBBXXX";"09";"043961";"U";"0";"00000000";"000000"
"10030600";"1";"North Channel Bank";"55118";"Mainz a Rhein";"North Channel Bank Mainz";"26205";"GENODEF1OGK";"88";"000532";"U";"0";"00000000";"000000"
"10030700";"1";"Eurocity Bank";"60311";"Frankfurt am Main";"Eurocity Bank";"26535";"DLGHDEB1XXX";"16";"044339";"U";"0";"00000000";"000000"
"10033300";"1";"Santander Consumer Bank";"10439";"Berlin";"Santander Bank Berlin";"29411";"SCFBDE33XXX";"09";"055979";"U";"0";"00000000";"004700"
"10040000";"1";"Commerzbank Berlin (West)";"10891";"Berlin";"Commerzbank -West- Berlin";"24100";"COBADEBBXXX";"13";"024463";"M";"0";"00000000";"000501"
"10040010";"1";"Commerzbank, CC SP";"10877";"Berlin";"Commerzbank CC SP, Berlin";;"COBADEFFS01";"09";"056240";"M";"0";"00000000";"000501"
"10040048";"1";"Commerzbank GF-B48";"10891";"Berlin";"Commerzbank BER GF-B48";"24148";"COBADEFF910";"13";"055618";"M";"0";"00000000";"000501"
"10040060";"1";"Commerzbank Gf 160";"10891";"Berlin";"Commerzbank Gf 160 Berlin";"24101";"COBADEFF060";"09";"052880";"M";"0";"00000000";"000501"
"10040061";"1";"Commerzbank Gf 161";"10891";"Berlin";"Commerzbank Gf 161 Berlin";"24102";"COBADEFF061";"09";"052894";"M";"0";"00000000";"000501"
"10040062";"1";"Commerzbank CC";"10783";"Berlin";"Commerzbank CC Berlin";;"COBADEFF102";"09";"055826";"M";"0";"00000000";"000501"
"10040063";"1";"Commerzbank CC";"10783";"Berlin";"Commerzbank CC Berlin";;"COBADEFF103";"09";"055827";"M";"0";"00000000";"000501"
"10040085";"1";"Commerzbank, Gf Web-K";"10877";"Berlin";"Commerzbank Gf WK, Berlin";;"COBADEFFINT";"13";"056368";"U";"0";"00000000";"000100"
"10045050";"1";"Commerzbank Service-BZ";"10785";"Berlin";"Commerzbank Service-BZ";;"COBADEFFBZB";"13";"050927";"M";"0";"00000000";"000501"
"10050000";"1";"Landesbank Berlin - Berliner Sparkasse";"10889";"Berlin";"LBB - Berliner Sparkasse";"51000";"BELADEBEXXX";"B8";"002745";"U";"0";"00000000";"000400"
"10050005";"1";"Landesbank Berlin - E 1 -";"10889";"Berlin";"Landesbank Berlin - E 1 -";"51005";"BELADEB1DB5";"C6";"047222";"U";"0";"00000000";"000000"
"10050006";"1";"Landesbank Berlin - E 2 -";"10889";"Berlin";"Landesbank Berlin - E 2 -";"51006";"BELADEB1DB6";"D1";"047223";"U";"0";"00000000";"000000"
"10050007";"1";"Landesbank Berlin - E 3 -";"10889";"Berlin";"Landesbank Berlin - E 3 -";"51007";"BELADEB1DB7";"D4";"055701";"U";"0";"00000000";"000000"
"10050008";"1";"Landesbank Berlin - E 4 -";"10889";"Berlin";"Landesbank Berlin - E 4 -";"51008";"BELADEB1DB8";"09";"055699";"U";"0";"00000000";"000000"
"10050020";"1";"LBB S-Kreditpartner, Berlin";"10715";"Berlin";"LBB S-Kreditpartner, Berlin";;"SKPADEB1XXX";"B8";"055974";"U";"0";"00000000";"000000"
"10050021";"1";"LBB S-Kreditpartner Bad Homburg v d Höhe";"61352";"Bad Homburg v d Höhe";"LBB S-Kreditpartner HG";;"SKPADEB1HOM";"09";"055984";"U";"0";"00000000";"000000"
"10050500";"1";"LBS Ost Berlin";"10405";"Berlin";"LBS Ost Berlin";;"LBSODEB1BLN";"09";"046141";"U";"0";"00000000";"000000"
"10050600";"1";"Landesbank Hessen-Thüringen Girozentrale NL. Düsseldorf";"10117";"Berlin";"Ld Bk Hess-Thür, Gz, Dus";"51099";"WELADEBBXXX";"08";"049322";"U";"0";"00000000";"000100"
"10050999";"1";"DekaBank Berlin";"10249";"Berlin";"DekaBank Berlin";;"DGZFDEFFBER";"09";"004788";"U";"0";"00000000";"000000"
"10060198";"1";"Pax-Bank";"14005";"Berlin";"Pax-Bank Berlin";"61335";"GENODED1PA6";"06";"047622";"M";"1";"37060193";"000100"
"10060237";"1";"Evangelische Darlehnsgenossenschaft";"10249";"Berlin";"Ev Darlehnsgenossensch Bln";"61330";"GENODEF1EDG";"33";"046278";"M";"0";"00000000";"005400"
"10061006";"1";"Bank für Kirche und Diakonie - KD-Bank Gf Sonder-BLZ";"10117";"Berlin";"KD-Bank Berlin";;"GENODED1KDB";"09";"055270";"U";"0";"00000000";"000000"
"10070000";"1";"Deutsche Bank Fil Berlin";"10883";"Berlin";"Deutsche Bank Fil Berlin";"27060";"DEUTDEBBXXX";"63";"004787";"M";"0";"00000000";"002001"
"10070000";"2";"Deutsche Bank Fil Berlin Gf P2";"10883";"Berlin";"Deutsche Bank Fil Berlin";"27703";;"63";"055917";"M";"0";"00000000";"002001"
"10070000";"2";"Deutsche Bank Fil Berlin Gf P2";"10883";"Berlin";"Deutsche Bank Fil Berlin";"27700";;"63";"056400";"A";"0";"00000000";"002001"
"10070024";"1";"Deutsche Bank Privat und Geschäftskunden F 700";"10883";"Berlin";"Deutsche Bank PGK Berlin";"21060";"DEUTDEDBBER";"63";"049758";"M";"0";"00000000";"002001"
"10070024";"2";"Deutsche Bank Privat und Geschäftskunden F 700 Gf P2";"10883";"Berlin";"Deutsche Bank PGK Berlin";"21703";;"63";"055916";"M";"0";"00000000";"002001"
"10070024";"2";"Deutsche Bank Privat und Geschäftskunden F 700 Gf P2";"10883";"Berlin";"Deutsche Bank PGK Berlin";"21700";;"63";"056401";"A";"0";"00000000";"002001"
"10070100";"1";"Deutsche Bank Fil Berlin II";"10883";"Berlin";"Deutsche Bank Fil Berlin II";"27701";"DEUTDEBB101";"63";"053102";"M";"0";"00000000";"002001"
"10070124";"1";"Deutsche Bank Privat und Geschäftskd Berlin II";"10883";"Berlin";"Deutsche Bank PGK Berlin II";"21701";"DEUTDEDB101";"63";"053103";"M";"0";"00000000";"002001"
"10070848";"1";"Berliner Bank Niederlassung der Deutsche Bank PGK";"10623";"Berlin";"Berliner Bk Ndl Deutsche Bk";"21848";"DEUTDEDB110";"63";"055502";"M";"0";"00000000";"002001"
"10077777";"1";"norisbank";"10625";"Berlin";"norisbank Berlin";"21431";"NORSDE51XXX";"63";"053532";"M";"0";"00000000";"002001"
"10080000";"1";"Commerzbank vormals Dresdner Bank Filiale Berlin I";"10877";"Berlin";"Commerzbank Fil I Berlin";"28100";"DRESDEFF100";"76";"024465";"M";"0";"00000000";"000501"
"10080005";"1";"Commerzbank vormals Dresdner Bank Zw A";"10623";"Berlin";"Commerzbank Berlin Zw A";;"DRESDEFFI26";"76";"046513";"M";"0";"00000000";"000501"
"10080006";"1";"Commerzbank vormals Dresdner Bank Zw B";"10623";"Berlin";"Commerzbank Berlin Zw B";;"DRESDEF1S02";"76";"046514";"M";"0";"00000000";"000501"
"10080055";"1";"Commerzbank vormals Dresdner Bank Zw 55";"10623";"Berlin";"Commerzbank Zw 55 Berlin";"28101";"DRESDEFF112";"76";"053527";"M";"0";"00000000";"000501"
"10080057";"1";"Commerzbank vormals Dresdner Bank Gf ZW 57";"10877";"Berlin";"Commerzbk ZW 57 Berlin";"28103";"DRESDEFF114";"76";"053520";"M";"0";"00000000";"000501"
"10080085";"1";"Commerzbank vormals Dresdner Bank Gf PCC DCC-ITGK 3";"10877";"Berlin";"Commerzbank ITKG3 Berlin";;"DRESDEFFI53";"09";"054940";"M";"0";"00000000";"000501"
"10080086";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4";"10877";"Berlin";"Commerzbank ITGK4 Berlin";;"DRESDEFFI71";"09";"055157";"M";"0";"00000000";"000501"
"10080087";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5";"10877";"Berlin";"Commerzbank ITGK5 Berlin";;"DRESDEFFI72";"09";"055158";"M";"0";"00000000";"000501"
"10080088";"1";"Commerzbank vormals Dresdner Bank IBLZ";"10623";"Berlin";"Commerzbank IBLZ Berlin";;"DRESDEF1S03";"76";"044595";"M";"0";"00000000";"000501"
"10080089";"1";"Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6";"10877";"Berlin";"Commerzbank ITGK6 Berlin";;"DRESDEFFI73";"09";"055159";"M";"0";"00000000";"000501"
"10080900";"1";"Commerzbank vormals Dresdner Bank Filiale Berlin III";"10877";"Berlin";"Commerzbk Fil III Berlin";"28109";"DRESDEFF199";"76";"000534";"M";"0";"00000000";"000501"
"10089260";"1";"Commerzbank vormals Dresdner Bank ITGK";"10877";"Berlin";"Commerzbank ITGK Berlin";;"DRESDEFFI14";"09";"050474";"M";"0";"00000000";"000501"
"10089999";"1";"Commerzbank vormals Dresdner Bank ITGK 2";"10117";"Berlin";"Commerzbank ITGK 2 Berlin";;"DRESDEFFI99";"09";"052938";"M";"0";"00000000";"000501"
"10090000";"1";"Berliner Volksbank";"10892";"Berlin";"Berliner VB Berlin";"91001";"BEVODEBBXXX";"06";"023299";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"16259";"Bad Freienwalde (Oder)";"Berliner VB Hohensaaten";"91001";;"06";"044914";"D";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"14612";"Falkensee";"Berliner VB Falkensee";"91001";;"06";"044918";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"15711";"Königs Wusterhausen";"Berliner VB Königs Wusterhs";"91001";;"06";"044951";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"14979";"Großbeeren";"Berliner VB Großbeeren";"91001";;"06";"044952";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"16816";"Neuruppin";"Berliner VB Neuruppin";"91001";;"06";"044970";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"16515";"Oranienburg";"Berliner VB Oranienburg";"91001";;"06";"044974";"U";"0";"00000000";"000000"
"10090000";"2";"Volksbank Potsdam Zndl d Berliner Volksbank";"14467";"Potsdam";"Volksbank Potsdam";"91001";;"06";"044983";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"15344";"Strausberg";"Berliner VB Strausberg";"91001";;"06";"045010";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"16792";"Zehdenick";"Berliner VB Zehdenick";"91001";;"06";"045019";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"14547";"Beelitz, Mark";"Berliner Volksbank Beelitz";"91001";;"06";"045734";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank Fil Rheinsberg";"16831";"Rheinsberg";"Berliner VB Rheinsberg";"91001";;"06";"046040";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"14929";"Treuenbrietzen";"Berliner VB Treuenbrietzen";"91001";;"06";"046045";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"15757";"Halbe";"Berliner VB Halbe";"91001";;"06";"046047";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"16321";"Bernau bei Berlin";"Berliner VB Bernau";"91001";;"06";"046058";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"14641";"Nauen, Havelland";"Berliner VB Nauen";"91001";;"06";"046770";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"16766";"Kremmen";"Berliner VB Kremmen";"91001";;"06";"047003";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"16540";"Hohen Neuendorf";"Berliner VB Hohen Neuendorf";"91001";;"06";"047004";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"14542";"Werder (Havel)";"Berliner VB Werder";"91001";;"06";"047007";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"16866";"Kyritz, Prignitz";"Berliner VB Kyritz";"91001";;"06";"047009";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"16909";"Wittstock /Dosse";"Berliner VB Wittstock";"91001";;"06";"047010";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"16775";"Gransee";"Berliner VB Gransee";"91001";;"06";"047021";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank Fil Velten";"16727";"Velten";"Berliner VB Velten";"91001";;"06";"047216";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"14558";"Nuthetal";"Berliner Volksbank Saarmund";"91001";;"06";"047443";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"15732";"Eichwalde";"Berliner Volksbank";"91001";;"06";"048382";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"15562";"Rüdersdorf b Berlin";"Berliner Volksbank";"91001";;"06";"048383";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"16348";"Wandlitz";"Berliner Volksbank";"91001";;"06";"048384";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"16761";"Hennigsdorf";"Berliner VB Hennigsdorf";"91001";;"06";"048909";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"16775";"Löwenberger Land";"Berliner VB Löwenberg";"91001";;"06";"049392";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"16798";"Fürstenberg /Havel";"Berliner VB Fürstenberg";"91001";;"06";"049394";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"16247";"Joachimsthal";"Berliner VB Joachimsthal";"91001";;"06";"049434";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"16559";"Liebenwalde";"Berliner VB Liebenwalde";"91001";;"06";"049697";"D";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"16727";"Oberkrämer";"Berliner VB Oberkrämer";"91001";;"06";"049698";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank (eh Grundkreditbank)";"14513";"Teltow";"Berliner VB Teltow";"91001";;"06";"050571";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"16225";"Eberswalde";"Berliner VB Eberswalde";"91001";;"06";"051684";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"15366";"Neuenhagen b Berlin";"Berliner VB Neuenhagen";"91001";;"06";"053326";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"16548";"Glienicke /Nordbahn";"Berliner VB Glienicke";"91001";;"06";"053327";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank (Gf P2)";"10892";"Berlin";"Berliner VB Berlin";"81001";;"06";"053669";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"14552";"Michendorf";"Berliner VB Michendorf";"91001";;"06";"055750";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"15831";"Mahlow";"Berliner VB Mahlow";"91001";;"06";"055751";"U";"0";"00000000";"000000"
"10090000";"2";"Berliner Volksbank";"14532";"Kleinmachnow";"Berliner VB Kleinmachnow";"91001";;"06";"055752";"U";"0";"00000000";"000000"
"10090300";"1";"Bank für Schiffahrt (BFS) Fil d Ostfr VB Leer";"13353";"Berlin";"Bk f Schiffahrt BFS Berlin";;"GENODEF1BSB";"09";"021629";"U";"1";"00000000";"000000"
"10090603";"1";"apoBank";"10593";"Berlin";"apoBank Berlin";"91006";"DAAEDED1003";"A4";"030360";"U";"0";"00000000";"001400"
"10090603";"2";"apoBank";"19061";"Schwerin, Meckl";"apoBank Schwerin";"91006";"DAAEDED1042";"A4";"046110";"U";"0";"00000000";"001400"
"10090603";"2";"apoBank";"01099";"Dresden";"apoBank Dresden";"91006";"DAAEDED1043";"A4";"046126";"U";"0";"00000000";"001400"
"10090603";"2";"apoBank";"04129";"Leipzig";"apoBank Leipzig";"91006";"DAAEDED1041";"A4";"046410";"U";"0";"00000000";"001400"
"10090603";"2";"apoBank";"09111";"Chemnitz, Sachs";"apoBank Chemnitz";"91006";"DAAEDED1049";"A4";"046553";"U";"0";"00000000";"001400"
"10090603";"2";"apoBank";"99084";"Erfurt";"apoBank Erfurt";"91006";"DAAEDED1045";"A4";"046554";"U";"0";"00000000";"001400"
"10090603";"2";"apoBank";"39104";"Magdeburg";"apoBank Magdeburg";"91006";"DAAEDED1046";"A4";"046555";"U";"0";"00000000";"001400"
"10090603";"2";"apoBank";"14467";"Potsdam";"apoBank Potsdam";"91006";"DAAEDED1048";"A4";"046556";"U";"0";"00000000";"001400"
"10090603";"2";"apoBank";"18057";"Rostock";"apoBank Rostock";"91006";;"A4";"046557";"U";"0";"00000000";"001400"
"10090900";"1";"PSD Bank Berlin-Brandenburg";"12154";"Berlin";"PSD Bank Berlin";"91008";"GENODEF1P01";"91";"024464";"U";"0";"00000000";"000000"
"10110300";"1";"Bankhaus Dr. Masel";"14004";"Berlin";"Bankhaus Dr. Masel";"26240";"MACODEB1XXX";"09";"000536";"U";"0";"00000000";"000000"
"10110400";"1";"Investitionsbank Berlin";"10702";"Berlin";"Investitionsbank Berlin";;"IBBBDEBBXXX";"09";"000537";"U";"0";"00000000";"000000"
"10110600";"1";"quirin bank";"10711";"Berlin";"quirin bank";"25207";"QUBKDEBBXXX";"17";"049702";"U";"0";"00000000";"000000"
"10120100";"1";"Weberbank";"10893";"Berlin";"Weberbank";"51012";"WELADED1WBB";"94";"013621";"U";"0";"00000000";"000000"
"10120600";"1";"Santander Consumer Bank";"60313";"Frankfurt am Main";"Santander Consumer Bank";"25007";"GEMKDE21BER";"41";"044605";"U";"0";"00000000";"004600"
"10120760";"1";"UniCredit Bank - HypoVereinsbank Ndl 260 BIn";"85609";"Aschheim";"UniCredit exHypo Ndl260 Bln";;"HYVEDEM1079";"99";"032462";"M";"1";"10020890";"003101"
"10120800";"1";"VON ESSEN Bankgesellschaft";"10719";"Berlin";"VON ESSEN Bank";"26037";"VONEDE33BLN";"09";"044118";"M";"0";"00000000";"004800"
"10130600";"1";"Isbank Fil Berlin";"13303";"Berlin";"Isbank Berlin";"29835";"ISBKDEFXBER";"06";"043850";"U";"0";"00000000";"000000"
"10130800";"1";"BIW Bank";"47877";"Willich";"BIW Bank";;"BIWBDE33XXX";"01";"050620";"U";"0";"00000000";"000000"
"10220500";"1";"Bank of Scotland Ndl Berlin";"10178";"Berlin";"Bank of Scotland Berlin";;"BOFSDEB1XXX";"00";"056412";"A";"0";"00000000";"000000"
"10220600";"1";"Sydbank Filiale Berlin";"14193";"Berlin";"Sydbank Berlin";;"SYBKDE22BER";"19";"056217";"U";"0";"00000000";"000000"
"10310600";"1";"Tradegate Wertpapierhandelsbank Berlin";"10711";"Berlin";"Tradegate Berlin";;"TRDADEBBXXX";"09";"055068";"U";"0";"00000000";"000000"
"12016836";"1";"KfW Kreditanstalt für Wiederaufbau";"10117";"Berlin";"KfW Berlin";;"KFWIDEFF100";"09";"045444";"U";"0";"00000000";"000000"
"12030000";"1";"Deutsche Kreditbank Berlin";"10117";"Berlin";"Deutsche Kreditbank Berlin";"51011";"BYLADEM1001";"00";"046023";"U";"0";"00000000";"000000"
"12030000";"2";"Deutsche Kreditbank";"09111";"Chemnitz, Sachs";"Deutsche Kreditbk Chemnitz";"51011";;"00";"049243";"U";"0";"00000000";"000000"
"12030000";"2";"Deutsche Kreditbank";"04109";"Leipzig";"Deutsche Kreditbank Leipzig";"51011";;"00";"049244";"U";"0";"00000000";"000000"
"12030000";"2";"Deutsche Kreditbank";"01069";"Dresden";"Deutsche Kreditbank Dresden";"51011";;"00";"049245";"U";"0";"00000000";"000000"
"12030000";"2";"Deutsche Kreditbank";"98527";"Suhl";"Deutsche Kreditbank Suhl";"51011";;"00";"049246";"U";"0";"00000000";"000000"
"12030000";"2";"Deutsche Kreditbank";"07545";"Gera";"Deutsche Kreditbank Gera";"51011";;"00";"049247";"U";"0";"00000000";"000000"
"12030000";"2";"Deutsche Kreditbank";"99084";"Erfurt";"Deutsche Kreditbank Erfurt";"51011";;"00";"049248";"U";"0";"00000000";"000000"
"12030000";"2";"Deutsche Kreditbank";"06122";"Halle (Saale)";"Deutsche Kreditbank Halle";"51011";;"00";"049249";"U";"0";"00000000";"000000"
"12030000";"2";"Deutsche Kreditbank";"39104";"Magdeburg";"Deutsche Kreditbk Magdeburg";"51011";;"00";"049250";"U";"0";"00000000";"000000"
"12030000";"2";"Deutsche Kreditbank";"03046";"Cottbus";"Deutsche Kreditbank Cottbus";"25690";;"00";"049251";"U";"0";"00000000";"000000"
"12030000";"2";"Deutsche Kreditbank";"15230";"Frankfurt (Oder)";"Deutsche Kreditbank Ff/Oder";"51011";;"00";"049252";"U";"0";"00000000";"000000"
"12030000";"2";"Deutsche Kreditbank";"14471";"Potsdam";"Deutsche Kreditbank Potsdam";"51011";;"00";"049253";"U";"0";"00000000";"000000"
"12030000";"2";"Deutsche Kreditbank";"17034";"Neubrandenburg, Meckl";"Deutsche Kreditbk Neubrandb";"51011";;"00";"049254";"U";"0";"00000000";"000000"
"12030000";"2";"Deutsche Kreditbank";"19053";"Schwerin, Meckl";"Deutsche Kreditbk Schwerin";"51011";;"00";"049255";"U";"0";"00000000";"000000"
"12030000";"2";"Deutsche Kreditbank";"18057";"Rostock";"Deutsche Kreditbank Rostock";"25690";;"00";"049256";"U";"0";"00000000";"000000"
"12030000";"2";"Deutsche Kreditbank (Gf P2)";"10117";"Berlin";"Deutsche Kreditbank (Gf P2)";"51100";;"00";"055781";"U";"0";"00000000";"000000"
"12030900";"1";"Merck Finck & Co";"10109";"Berlin";"Merck Finck & Co Berlin";"26249";"MEFIDEMM100";"10";"047484";"U";"0";"00000000";"000000"
"12040000";"1";"Commerzbank Berlin Ost";"10891";"Berlin";"Commerzbank -Ost- Berlin";"24120";"COBADEBB120";"13";"044795";"M";"0";"00000000";"000501"
"12050555";"1";"NLB FinanzIT";"10836";"Berlin";"NLB FinanzIT";;"NOLADE21DVS";"09";"047224";"U";"0";"00000000";"000000"
"12060000";"1";"DZ BANK";"10001";"Berlin";"DZ BANK";;"GENODEFF120";"09";"044802";"U";"0";"00000000";"000000"
"12070000";"1";"Deutsche Bank Ld Brandenburg";"14405";"Potsdam";"Deutsche Bank Ld Brandenbg";"27704";"DEUTDEBB160";"63";"044796";"M";"0";"00000000";"002001"
"12070000";"2";"Deutsche Bank";"16252";"Bad Freienwalde (Oder)";"Deutsche Bank Bad Freienwde";"27704";"DEUTDEBB172";"63";"046146";"M";"0";"00000000";"002001"
"12070000";"2";"Deutsche Bank";"16311";"Bernau bei Berlin";"Deutsche Bank Bernau";"27704";"DEUTDEBB122";"63";"046147";"M";"0";"00000000";"002001"
"12070000";"2";"Deutsche Bank";"14776";"Brandenburg an der Havel";"Deutsche Bank Brandenburg";"27704";"DEUTDEBB161";"63";"046148";"M";"0";"00000000";"002001"
"12070000";"2";"Deutsche Bank";"03046";"Cottbus";"Deutsche Bank Cottbus";"27704";"DEUTDEBB180";"63";"046149";"M";"0";"00000000";"002001"
"12070000";"2";"Deutsche Bank";"16225";"Eberswalde";"Deutsche Bank Eberswalde";"27704";"DEUTDEBB173";"63";"046150";"M";"0";"00000000";"002001"
"12070000";"2";"Deutsche Bank";"15873";"Eisenhüttenstadt";"Deutsche Bank Eisenhüttenst";"27704";"DEUTDEBB174";"63";"046151";"M";"0";"00000000";"002001"
"12070000";"2";"Deutsche Bank";"03232";"Finsterwalde";"Deutsche Bank Finsterwalde";"27704";"DEUTDEBB182";"63";"046152";"M";"0";"00000000";"002001"
"12070000";"2";"Deutsche Bank";"15203";"Frankfurt (Oder)";"Deutsche Bank Frankfurt Od";"27704";"DEUTDEBB170";"63";"046153";"M";"0";"00000000";"002001"
"12070000";"2";"Deutsche Bank";"15501";"Fürstenwalde /Spree";"Deutsche Bank Fürstenwalde";"27704";"DEUTDEBB175";"63";"046154";"M";"0";"00000000";"002001"
"12070000";"2";"Deutsche Bank";"14902";"Jüterbog";"Deutsche Bank Jüterbog";"27704";"DEUTDEBB187";"63";"046155";"M";"0";"00000000";"002001"
"12070000";"2";"Deutsche Bank";"15701";"Königs Wusterhausen";"Deutsche Bank Königs Wuster";"27704";"DEUTDEBB121";"63";"046156";"M";"0";"00000000";"002001"
"12070000";"2";"Deutsche Bank";"16856";"Kyritz, Prignitz";"Deutsche Bank Kyritz";"27704";"DEUTDEBB163";"63";"046157";"M";"0";"00000000";"002001"
"12070000";"2";"Deutsche Bank";"16801";"Neuruppin";"Deutsche Bank Neuruppin";"27704";"DEUTDEBB123";"63";"046158";"M";"0";"00000000";"002001"
"12070000";"2";"Deutsche Bank";"16502";"Oranienburg";"Deutsche Bank Oranienburg";"27704";"DEUTDEBB120";"63";"046159";"M";"0";"00000000";"002001"
"12070000";"2";"Deutsche Bank";"10883";"Berlin";"Deutsche Bank Ld Brandenbg";"27704";;"63";"046160";"M";"0";"00000000";"002001"
"12070000";"2";"Deutsche Bank";"16921";"Pritzwalk";"Deutsche Bank Pritzwalk";"27704";"DEUTDEBB166";"63";"046161";"M";"0";"00000000";"002001"
