10000000;004200
10010010;000000
10010111;000000
10010222;000100
10010424;000000
10019610;000000
10020200;000800
10020500;000000
10020890;003200
10020890;003200
10020890;003200
10020890;003200
10020890;003200
10020890;003200
10030200;000000
10030400;000000
10030500;000000
10030600;000000
10030700;000000
10033300;004700
10040000;000501
10040010;000501
10040048;000501
10040060;000501
10040061;000501
10040062;000501
10040063;000501
10040085;000100
10045050;000501
10050000;000400
10050005;000000
10050006;000000
10050007;000000
10050008;000000
10050020;000000
10050021;000000
10050500;000000
10050600;000100
10050999;000000
10060198;000100
10060237;005400
10061006;000000
10070000;002001
10070000;002001
10070000;002001
10070024;002001
10070024;002001
10070024;002001
10070100;002001
10070124;002001
10070848;002001
10077777;002001
10080000;000501
10080005;000501
10080006;000501
10080055;000501
10080057;000501
10080085;000501
10080086;000501
10080087;000501
10080088;000501
10080089;000501
10080900;000501
10089260;000501
10089999;000501
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090000;000000
10090300;000000
10090603;001400
10090603;001400
10090603;001400
10090603;001400
10090603;001400
10090603;001400
10090603;001400
10090603;001400
10090603;001400
10090900;000000
10110300;000000
10110400;000000
10110600;000000
10120100;000000
10120600;004600
10120760;003101
10120800;004800
10130600;000000
10130800;000000
10220500;000000
10220600;000000
10310600;000000
12016836;000000
12030000;000000
12030000;000000
12030000;000000
12030000;000000
12030000;000000
12030000;000000
12030000;000000
12030000;000000
12030000;000000
12030000;000000
12030000;000000
12030000;000000
12030000;000000
12030000;000000
12030000;000000
12030000;000000
12030900;000000
12040000;000501
12050555;000000
12060000;000000
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070000;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070024;002001
12070070;000000
12070088;000000
12080000;000501
12090640;001400
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
12096597;000000
13000000;004200
13010111;000000
13010111;000000
13010111;000000
13040000;000501
13040000;000501
13040000;000501
13050000;000000
13050000;000000
13050000;000000
13050000;000000
13050000;000000
13051042;000000
13061008;000000
13061008;000000
13061028;000000
13061078;000000
13061078;000000
13061078;000000
13061078;000000
13061078;000000
13061078;000000
13061078;000000
13061078;000000
13061078;000000
13061078;000000
13061078;000000
13061078;000000
13061078;000000
13061078;000000
13061088;000000
13061128;000000
13061128;000000
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070000;002001
13070024;002001
13070024;002001
13070024;002001
13070024;002001
